transaction_id,transaction_date,store_id,product_id,customer_id,quantity,unit_price,payment_method,sales_channel
TXN000051,2025-11-16 11:59:00,ST001,PRD0278,CUST0810,4,7489.54,Card,Physical Store
TXN000052,2025-04-20 09:22:00,ST004,PRD0166,CUST0356,1,15634.98,Online,Physical Store
TXN000053,2025-01-07 14:13:00,ST006,PRD0235,CUST0451,1,17055.79,Online,Physical Store
TXN000054,2025-11-29 17:23:00,ST004,PRD0023,CUST0138,2,5149.18,Online,Physical Store
TXN000055,2025-11-03 15:06:00,ST001,PRD0275,CUST0352,3,837.23,Online,Physical Store
TXN000056,2025-11-20 19:24:00,ST006,PRD0069,CUST0681,2,12214.5,Online,Physical Store
TXN000057,2025-12-08 15:04:00,ST005,PRD0172,CUST0037,5,20895.21,Mobile Wallet,Physical Store
TXN000058,2025-07-15 16:40:00,ST006,PRD0120,CUST1032,5,14398.39,Cash,Physical Store
TXN000059,2025-04-30 08:39:00,ST006,PRD0064,CUST0633,2,1220.74,Mobile Wallet,Physical Store
TXN000060,2025-05-05 17:05:00,ST004,PRD0031,CUST0282,3,5505.62,Online,Physical Store
TXN000061,2025-04-14 10:24:00,ST006,PRD0105,CUST0078,2,3477.95,Mobile Wallet,Physical Store
TXN000062,2025-06-18 10:17:00,ST004,PRD0163,CUST0082,5,16681.73,Online,Physical Store
TXN000063,2025-01-13 11:54:00,ST002,PRD0170,CUST0702,2,1914.37,Cash,Physical Store
TXN000064,2025-12-07 11:51:00,ST003,PRD0114,CUST0782,5,9757.31,Card,Physical Store
TXN000065,2025-08-15 18:00:00,ST002,PRD0034,CUST1007,1,9530.33,Cash,Physical Store
TXN000066,2025-11-21 10:13:00,ST005,PRD0065,CUST0188,2,17099.96,Card,Physical Store
TXN000067,2025-05-01 16:05:00,ST002,PRD0219,CUST0957,3,19961.51,Card,Physical Store
TXN000068,2025-05-06 14:11:00,ST003,PRD0311,CUST0510,3,4148.18,Mobile Wallet,Physical Store
TXN000069,2025-11-22 11:17:00,ST004,PRD0247,CUST0164,3,9781.8,Mobile Wallet,Physical Store
TXN000070,2025-03-27 15:28:00,ST006,PRD0217,CUST1035,5,20488.83,Mobile Wallet,Physical Store
TXN000071,2025-03-21 21:50:00,ST004,PRD0247,CUST0041,4,9781.8,Cash,Physical Store
TXN000072,2025-06-03 17:34:00,ST004,PRD0079,CUST0360,3,6321.36,Mobile Wallet,Physical Store
TXN000073,2025-06-06 15:18:00,ST003,PRD0193,CUST0985,1,15266.12,Card,Physical Store
TXN000074,2025-08-29 11:09:00,ST005,PRD0098,CUST0009,1,620.21,Online,Physical Store
TXN000075,2025-09-09 14:59:00,ST004,PRD0213,CUST0809,3,2681.49,Mobile Wallet,Physical Store
TXN000076,2025-06-07 18:37:00,ST001,PRD0037,CUST0838,1,4663.44,Mobile Wallet,Physical Store
TXN000077,2025-10-17 10:12:00,ST005,PRD0224,CUST0523,3,9276.41,Mobile Wallet,Physical Store
TXN000078,2025-11-22 19:23:00,ST006,PRD0030,CUST0790,4,19772.8,Card,Physical Store
TXN000079,2025-05-05 15:02:00,ST003,PRD0186,CUST0058,2,12858.14,Mobile Wallet,Physical Store
TXN000080,2025-12-15 10:16:00,ST001,PRD0127,CUST0331,1,5043.76,Cash,Physical Store
TXN000081,2025-11-26 19:58:00,ST001,PRD0197,CUST0815,5,13667.49,Card,Physical Store
TXN000082,2025-08-05 10:53:00,ST005,PRD0219,CUST0518,3,19961.51,Mobile Wallet,Physical Store
TXN000083,2025-10-28 12:46:00,ST006,PRD0211,CUST0183,1,11225.27,Online,Physical Store
TXN000084,2025-03-15 12:47:00,ST001,PRD0108,CUST0816,3,7369.56,Card,Physical Store
TXN000085,2025-09-09 08:06:00,ST004,PRD0036,CUST0856,5,5751.78,Online,Physical Store
TXN000086,2025-08-09 10:11:00,ST002,PRD0192,CUST0382,2,812.19,Mobile Wallet,Physical Store
TXN000087,2025-04-04 16:07:00,ST002,PRD0231,CUST0436,2,17703.38,Cash,Physical Store
TXN000088,2025-04-04 20:48:00,ST004,PRD0099,CUST0532,4,20583.54,Cash,Physical Store
TXN000089,2025-11-22 10:05:00,ST001,PRD0151,CUST0176,4,17351.7,Online,Physical Store
TXN000090,2025-02-02 13:01:00,ST004,PRD0300,CUST0481,4,6059.15,Cash,Physical Store
TXN000091,2025-01-05 08:17:00,ST002,PRD0004,CUST0086,1,8894.11,Cash,Physical Store
TXN000092,2025-07-12 17:33:00,ST003,PRD0137,CUST0996,4,4588.15,Mobile Wallet,Physical Store
TXN000093,2025-06-22 13:43:00,ST003,PRD0176,CUST0646,2,16060.03,Mobile Wallet,Physical Store
TXN000094,2025-07-13 17:03:00,ST001,PRD0183,CUST0677,1,10505.4,Mobile Wallet,Physical Store
TXN000095,2025-12-24 14:46:00,ST001,PRD0072,CUST0053,5,21910.16,Online,Physical Store
TXN000096,2025-12-25 20:52:00,ST005,PRD0128,CUST0755,4,9239.11,Mobile Wallet,Physical Store
TXN000097,2025-09-21 14:42:00,ST001,PRD0097,CUST0007,3,7060.13,Online,Physical Store
TXN000098,2025-01-24 20:47:00,ST005,PRD0167,CUST0910,2,474.16,Mobile Wallet,Physical Store
TXN000099,2025-07-24 19:39:00,ST004,PRD0042,CUST0714,4,21532.78,Cash,Physical Store
TXN000100,2025-07-17 12:38:00,ST005,PRD0100,CUST0294,5,12867.68,Cash,Physical Store
TXN000100,2025-03-07 15:50:00,ST004,PRD0045,CUST0618,5,1726.89,Card,Physical Store
TXN000102,2025-08-17 09:30:00,ST002,PRD0277,CUST0494,2,8719.93,Card,Physical Store
TXN000103,2025-12-04 19:05:00,ST002,PRD0055,CUST0891,1,18651.16,Online,Physical Store
TXN000104,2025-07-16 20:17:00,ST006,PRD0113,CUST0528,4,5925.51,Cash,Physical Store
TXN000105,2025-12-07 10:59:00,ST006,PRD0274,CUST1008,1,2220.38,Online,Physical Store
TXN000106,2025-04-25 17:49:00,ST004,PRD0308,CUST0133,3,8374.13,Mobile Wallet,Physical Store
TXN000107,2025-12-01 18:50:00,ST002,PRD0288,CUST0895,2,2165.9,Online,Physical Store
TXN000108,2025-03-01 12:05:00,ST006,PRD0058,CUST0183,3,9174.14,Card,Physical Store
TXN000109,2025-03-01 17:23:00,ST005,PRD0066,CUST0642,4,13064.65,Cash,Physical Store
TXN000110,2025-06-09 08:37:00,ST004,PRD0275,CUST0389,4,837.23,Online,Physical Store
TXN000111,2025-07-06 20:43:00,ST004,PRD0065,CUST0455,1,17099.96,Cash,Physical Store
TXN000112,2025-10-03 21:29:00,ST002,PRD0162,CUST0297,3,19501.87,Mobile Wallet,Physical Store
TXN000113,2025-12-15 15:09:00,ST006,PRD0308,CUST0581,2,8374.13,Cash,Physical Store
TXN000114,2025-11-03 13:19:00,ST006,PRD0258,CUST0253,3,3276.89,Mobile Wallet,Physical Store
TXN000115,2025-11-20 21:13:00,ST001,PRD0254,CUST0597,4,11992.71,Online,Physical Store
TXN000116,2025-03-20 21:45:00,ST002,PRD0108,CUST0461,1,7369.56,Mobile Wallet,Physical Store
TXN000117,2025-07-20 12:52:00,ST004,PRD0082,CUST0045,5,20809.35,Online,Physical Store
TXN000118,2025-08-05 18:30:00,ST001,PRD0179,CUST0802,4,20362.49,Online,Physical Store
TXN000119,2025-05-25 19:59:00,ST002,PRD0100,CUST0807,1,12867.68,Online,Physical Store
TXN000120,2025-10-25 21:51:00,ST006,PRD0028,CUST0623,4,9297.13,Card,Physical Store
TXN000121,2025-10-23 10:28:00,ST002,PRD0248,CUST0597,2,7269.43,Card,Physical Store
TXN000122,2025-04-11 19:41:00,ST001,PRD0005,CUST0742,5,13674.28,Card,Physical Store
TXN000123,2025-07-12 14:43:00,ST003,PRD0087,CUST0116,1,901.59,Mobile Wallet,Physical Store
TXN000124,2025-04-02 08:07:00,ST004,PRD0264,CUST0694,5,8405.05,Card,Physical Store
TXN000125,2025-11-18 19:25:00,ST002,PRD0126,CUST0070,1,8272.6,Mobile Wallet,Physical Store
TXN000126,2025-09-08 12:44:00,ST006,PRD0306,CUST0354,4,2327.28,Cash,Physical Store
TXN000127,2025-08-26 21:52:00,ST006,PRD0333,CUST0783,3,6748.68,Mobile Wallet,Physical Store
TXN000128,2025-07-08 08:07:00,ST004,PRD0060,CUST0170,1,20909.2,Card,Physical Store
TXN000129,2025-01-12 17:36:00,ST006,PRD0294,CUST0983,3,2896.16,Cash,Physical Store
TXN000130,2025-10-31 10:24:00,ST005,PRD0248,CUST0889,3,7269.43,Card,Physical Store
TXN000131,2025-02-20 13:04:00,ST006,PRD0276,CUST0379,4,21897.23,Cash,Physical Store
TXN000132,2025-07-21 16:52:00,ST005,PRD0275,CUST1001,1,837.23,Cash,Physical Store
TXN000133,2025-04-17 18:57:00,ST006,PRD0061,CUST0371,5,15518.33,Card,Physical Store
TXN000134,2025-01-03 16:28:00,ST002,PRD0161,CUST0252,1,9788.18,Card,Physical Store
TXN000135,2025-12-01 10:05:00,ST001,PRD0288,CUST0526,1,2165.9,Cash,Physical Store
TXN000136,2025-09-17 12:23:00,ST006,PRD0279,CUST0352,4,1882.31,Cash,Physical Store
TXN000137,2025-05-08 12:02:00,ST004,PRD0266,CUST0601,5,8348.44,Card,Physical Store
TXN000138,2025-10-23 15:44:00,ST005,PRD0161,CUST0722,5,9788.18,Card,Physical Store
TXN000139,2025-12-19 09:42:00,ST002,PRD0023,CUST0486,1,5149.18,Card,Physical Store
TXN000140,2025-06-03 21:53:00,ST005,PRD0111,CUST0275,5,20533.53,Card,Physical Store
TXN000141,2025-10-30 13:17:00,ST005,PRD0066,CUST0865,1,13064.65,Online,Physical Store
TXN000142,2025-05-14 14:41:00,ST001,PRD0084,CUST0820,4,16667.34,Online,Physical Store
TXN000143,2025-12-13 14:44:00,ST006,PRD0074,CUST0418,1,11205.61,Online,Physical Store
TXN000144,2025-11-21 19:41:00,ST006,PRD0099,CUST0763,5,20583.54,Card,Physical Store
TXN000145,2025-08-03 21:09:00,ST001,PRD0162,CUST0889,4,19501.87,Card,Physical Store
TXN000146,2025-02-09 12:07:00,ST004,PRD0273,CUST0226,5,13625.49,Cash,Physical Store
TXN000147,2025-06-18 18:05:00,ST002,PRD0186,CUST0684,3,12858.14,Card,Physical Store
TXN000148,2025-05-21 08:06:00,ST001,PRD0194,CUST0456,4,16959.55,Cash,Physical Store
TXN000149,2025-03-31 16:46:00,ST005,PRD0157,CUST1003,1,19405.25,Online,Physical Store
TXN000150,2025-12-25 17:55:00,ST001,PRD0145,CUST0556,5,10608.78,Cash,Physical Store
TXN000151,2025-03-29 13:48:00,ST006,PRD0200,CUST0371,3,997.46,Mobile Wallet,Physical Store
TXN000152,2025-09-02 17:08:00,ST006,PRD0133,CUST0020,5,1638.63,Card,Physical Store
TXN000153,2025-12-03 10:09:00,ST006,PRD0194,CUST0548,1,16959.55,Online,Physical Store
TXN000154,2025-12-29 20:15:00,ST002,PRD0312,CUST0857,4,6604.88,Mobile Wallet,Physical Store
TXN000155,2025-07-01 20:29:00,ST004,PRD0258,CUST0588,3,3276.89,Card,Physical Store
TXN000156,2025-06-06 18:54:00,ST003,PRD0045,CUST0626,4,1726.89,Cash,Physical Store
TXN000157,2025-11-21 09:04:00,ST005,PRD0123,CUST0192,2,13170.98,Cash,Physical Store
TXN000158,2025-02-13 19:18:00,ST004,PRD0284,CUST1010,1,20638.42,Card,Physical Store
TXN000159,2025-09-03 15:32:00,ST001,PRD0273,CUST0256,4,13625.49,Card,Physical Store
TXN000160,2025-01-04 19:27:00,ST006,PRD0274,CUST0707,2,2220.38,Cash,Physical Store
TXN000161,2025-11-07 15:10:00,ST001,PRD0269,CUST0461,2,6185.21,Online,Physical Store
TXN000162,2025-03-10 16:22:00,ST004,PRD0027,CUST0866,4,3678.01,Card,Physical Store
TXN000163,2025-07-11 09:21:00,ST003,PRD0128,CUST0242,3,9239.11,Mobile Wallet,Physical Store
TXN000164,2025-05-31 12:13:00,ST003,PRD0002,CUST0807,2,5132.62,Cash,Physical Store
TXN000165,2025-08-26 17:54:00,ST001,PRD0250,CUST0118,3,2291.41,Mobile Wallet,Physical Store
TXN000166,2025-06-18 12:22:00,ST006,PRD0055,CUST0011,3,18651.16,Card,Physical Store
TXN000167,2025-07-25 13:00:00,ST002,PRD0052,CUST0883,4,7984.07,Cash,Physical Store
TXN000168,2025-09-28 16:57:00,ST004,PRD0079,CUST0842,1,6321.36,Cash,Physical Store
TXN000169,2025-03-21 20:42:00,ST004,PRD0129,CUST0464,4,13492.02,Online,Physical Store
TXN000170,2025-06-03 13:27:00,ST004,PRD0094,CUST0552,1,19664.63,Mobile Wallet,Physical Store
TXN000171,2025-03-24 10:22:00,ST006,PRD0223,CUST0012,3,16691.47,Card,Physical Store
TXN000172,2025-02-26 11:18:00,ST004,PRD0021,CUST0274,4,1768.36,Online,Physical Store
TXN000173,2025-01-17 10:42:00,ST001,PRD0102,CUST0982,3,18335.61,Mobile Wallet,Physical Store
TXN000174,2025-09-08 16:31:00,ST005,PRD0066,CUST0666,4,13064.65,Mobile Wallet,Physical Store
TXN000175,2025-03-09 09:06:00,ST003,PRD0011,CUST0259,2,12715.64,Cash,Physical Store
TXN000176,2025-12-17 11:03:00,ST006,PRD0176,CUST0880,5,16060.03,Cash,Physical Store
TXN000177,2025-08-11 15:18:00,ST004,PRD0145,CUST0996,1,10608.78,Card,Physical Store
TXN000178,2025-11-13 10:46:00,ST003,PRD0262,CUST0383,2,19768.74,Cash,Physical Store
TXN000179,2025-05-15 19:15:00,ST006,PRD0220,CUST0407,4,11025.69,Cash,Physical Store
TXN000180,2025-12-25 19:32:00,ST005,PRD0313,CUST0372,2,11708.67,Card,Physical Store
TXN000181,2025-04-28 09:08:00,ST002,PRD0206,CUST0079,3,2082.08,Card,Physical Store
TXN000182,2025-08-07 08:39:00,ST004,PRD0103,CUST0187,1,9758.61,Mobile Wallet,Physical Store
TXN000183,2025-09-26 12:44:00,ST003,PRD0325,CUST0474,2,10102.17,Mobile Wallet,Physical Store
TXN000184,2025-09-03 08:32:00,ST001,PRD0219,CUST0106,3,19961.51,Online,Physical Store
TXN000185,2025-07-06 12:22:00,ST001,PRD0215,CUST0506,3,3497.38,Card,Physical Store
TXN000186,2025-01-21 08:03:00,ST004,PRD0165,CUST0435,3,15750.95,Online,Physical Store
TXN000187,2025-11-07 09:27:00,ST003,PRD0095,CUST0517,4,14194.94,Online,Physical Store
TXN000188,2025-06-05 09:06:00,ST003,PRD0007,CUST0267,3,13705.32,Online,Physical Store
TXN000189,2025-10-29 16:38:00,ST002,PRD0191,CUST0488,3,9077.42,Mobile Wallet,Physical Store
TXN000190,2025-02-14 09:08:00,ST005,PRD0323,CUST0247,1,14720.06,Card,Physical Store
TXN000191,2025-04-09 19:28:00,ST005,PRD0051,CUST0154,5,10472.7,Online,Physical Store
TXN000192,2025-06-04 19:30:00,ST002,PRD0104,CUST0315,1,12631.32,Card,Physical Store
TXN000193,2025-08-03 16:45:00,ST004,PRD0130,CUST0712,3,15909.47,Cash,Physical Store
TXN000194,2025-08-12 09:30:00,ST002,PRD0215,CUST1032,1,3497.38,Online,Physical Store
TXN000195,2025-12-23 10:18:00,ST006,PRD0024,CUST0125,2,13723.71,Mobile Wallet,Physical Store
TXN000196,2025-09-11 18:34:00,ST004,PRD0263,CUST0154,2,3550.61,Mobile Wallet,Physical Store
TXN000197,2025-10-15 20:24:00,ST002,PRD0206,CUST0557,2,2082.08,Cash,Physical Store
TXN000198,2025-03-23 17:13:00,ST004,PRD0304,CUST0019,5,2572.59,Online,Physical Store
TXN000199,2025-06-05 21:14:00,ST001,PRD0152,CUST0550,5,13560.83,Card,Physical Store
TXN000200,2025-04-25 08:34:00,ST006,PRD0122,CUST0598,1,5139.97,Card,Physical Store
TXN000201,2025-05-23 10:17:00,ST005,PRD0027,,2,3678.01,Cash,Physical Store
TXN000202,2025-01-01 18:22:00,ST001,PRD0324,CUST0756,3,10127.07,Online,Physical Store
TXN000203,2025-03-10 14:57:00,ST001,PRD0314,CUST0604,3,14001.37,Cash,Physical Store
TXN000204,2025-07-02 11:46:00,ST001,PRD0144,CUST0362,3,17251.78,Cash,Physical Store
TXN000205,2025-12-19 14:41:00,ST002,PRD0132,CUST0423,4,8197.06,Online,Physical Store
TXN000206,2025-05-18 11:37:00,ST004,PRD0323,CUST0810,2,14720.06,Card,Physical Store
TXN000207,2025-08-11 13:09:00,ST002,PRD0246,CUST0192,4,437.82,Mobile Wallet,Physical Store
TXN000208,2025-04-05 21:55:00,ST004,PRD0091,CUST0387,5,17670.77,Card,Physical Store
TXN000209,2025-11-28 12:01:00,ST004,PRD0159,CUST0334,2,2977.17,Card,Physical Store
TXN000210,2025-02-05 10:04:00,ST006,PRD0219,CUST0503,4,19961.51,Mobile Wallet,Physical Store
TXN000211,2025-02-21 19:33:00,ST001,PRD0071,CUST0025,5,3015.69,Mobile Wallet,Physical Store
TXN000212,2025-07-16 08:07:00,ST002,PRD0007,CUST0090,2,13705.32,Cash,Physical Store
TXN000213,2025-05-18 10:40:00,ST001,PRD0308,CUST0028,1,8374.13,Online,Physical Store
TXN000214,2025-12-29 09:12:00,ST004,PRD0072,CUST0984,5,21910.16,Card,Physical Store
TXN000215,2025-06-07 13:30:00,ST005,PRD0080,CUST0500,1,5394.99,Online,Physical Store
TXN000216,2025-11-18 16:07:00,ST005,PRD0011,CUST0092,1,12715.64,Online,Physical Store
TXN000217,2025-02-22 16:56:00,ST002,PRD0213,CUST0291,1,2681.49,Cash,Physical Store
TXN000218,2025-04-27 14:24:00,ST002,PRD0076,CUST0724,3,3801.59,Mobile Wallet,Physical Store
TXN000219,2025-12-18 19:52:00,ST001,PRD0058,CUST1008,2,9174.14,Card,Physical Store
TXN000220,2025-02-22 12:22:00,ST003,PRD0040,CUST0684,1,11363.76,Cash,Physical Store
TXN000221,2025-01-23 17:09:00,ST003,PRD0092,CUST0878,5,22187.45,Card,Physical Store
TXN000222,2025-12-14 14:09:00,ST001,PRD0155,CUST0588,3,15377.25,Online,Physical Store
TXN000223,2025-09-13 18:23:00,ST002,PRD0136,CUST0157,1,12055.78,Card,Physical Store
TXN000224,2025-06-13 10:24:00,ST001,PRD0229,CUST0980,1,22339.45,Mobile Wallet,Physical Store
TXN000225,2025-05-23 10:05:00,ST004,PRD0166,CUST0262,2,15634.98,Online,Physical Store
TXN000226,2025-06-13 15:27:00,ST006,PRD0247,CUST0848,5,9781.8,Online,Physical Store
TXN000227,2025-03-12 20:41:00,ST005,PRD0126,CUST0785,4,8272.6,Mobile Wallet,Physical Store
TXN000228,2025-10-03 16:31:00,ST001,PRD0273,CUST0472,4,13625.49,Mobile Wallet,Physical Store
TXN000229,2025-09-27 17:49:00,ST003,PRD0113,CUST0179,2,5925.51,Cash,Physical Store
TXN000230,2025-04-15 21:01:00,ST001,PRD0186,CUST0971,2,12858.14,Cash,Physical Store
TXN000231,2025-06-28 13:54:00,ST002,PRD0072,CUST0604,4,21910.16,Mobile Wallet,Physical Store
TXN000232,2025-05-05 11:52:00,ST001,PRD0115,CUST0115,2,3172.29,Card,Physical Store
TXN000233,2025-07-13 19:01:00,ST006,PRD0218,CUST0762,1,17938.6,Cash,Physical Store
TXN000234,2025-12-06 17:04:00,ST002,PRD0245,CUST0324,1,8847.6,Online,Physical Store
TXN000235,2025-03-14 09:15:00,ST004,PRD0040,CUST0026,5,11363.76,Card,Physical Store
TXN000236,2025-04-04 15:47:00,ST004,PRD0072,CUST0614,4,21910.16,Online,Physical Store
TXN000237,2025-08-16 20:41:00,ST002,PRD0007,CUST0588,1,13705.32,Cash,Physical Store
TXN000238,2025-11-25 08:38:00,ST001,PRD0089,CUST1031,2,4127.23,Mobile Wallet,Physical Store
TXN000239,2025-08-05 18:56:00,ST005,PRD0233,CUST0529,5,11296.41,Online,Physical Store
TXN000240,2025-12-30 11:27:00,ST005,PRD0081,CUST0557,1,15889.25,Mobile Wallet,Physical Store
TXN000241,2025-03-06 19:13:00,ST004,PRD0206,CUST0115,2,2082.08,Card,Physical Store
TXN000242,2025-10-14 17:53:00,ST003,PRD0040,CUST0960,4,11363.76,Mobile Wallet,Physical Store
TXN000243,2025-07-14 10:03:00,ST003,PRD0191,CUST0869,2,9077.42,Cash,Physical Store
TXN000244,2025-02-23 09:23:00,ST002,PRD0309,CUST0688,1,20175.41,Online,Physical Store
TXN000245,2025-03-25 16:06:00,ST001,PRD0034,CUST0434,5,9530.33,Online,Physical Store
TXN000246,2025-04-07 16:12:00,ST003,PRD0327,CUST0067,2,8268.43,Cash,Physical Store
TXN000247,2025-10-19 17:02:00,ST001,PRD0289,CUST0991,1,9318.7,Online,Physical Store
TXN000248,2025-02-17 12:00:00,ST005,PRD0183,CUST0579,4,10505.4,Card,Physical Store
TXN000249,2025-06-11 20:25:00,ST003,PRD0183,CUST0266,1,10505.4,Mobile Wallet,Physical Store
TXN000250,2025-09-15 09:32:00,ST004,PRD0077,CUST0049,5,22335.09,Mobile Wallet,Physical Store
TXN000251,2025-10-28 21:54:00,ST002,PRD0020,CUST0595,2,18682.24,Mobile Wallet,Physical Store
TXN000252,2025-02-10 18:05:00,ST006,PRD0119,CUST0442,2,9036.76,Card,Physical Store
TXN000253,2025-09-14 16:46:00,ST002,PRD0312,CUST0700,4,6604.88,Online,Physical Store
TXN000254,2025-05-29 13:39:00,ST002,PRD0221,CUST0082,4,6401.8,Card,Physical Store
TXN000255,2025-11-09 17:04:00,ST001,PRD0079,CUST1019,1,6321.36,Card,Physical Store
TXN000256,2025-06-08 16:55:00,ST004,PRD0045,CUST1022,1,1726.89,Online,Physical Store
TXN000257,2025-03-28 12:10:00,ST003,PRD0035,CUST0574,5,12242.79,Online,Physical Store
TXN000258,2025-02-15 09:11:00,ST003,PRD0236,CUST0529,4,16144.93,Mobile Wallet,Physical Store
TXN000259,2025-11-29 10:07:00,ST003,PRD0292,CUST1000,1,7767.01,Online,Physical Store
TXN000260,2025-07-25 14:54:00,ST003,PRD0318,CUST0265,4,9023.94,Online,Physical Store
TXN000261,2025-07-11 09:43:00,ST003,PRD0212,CUST1037,4,7877.4,Cash,Physical Store
TXN000262,2025-11-14 18:03:00,ST001,PRD0126,CUST0017,2,8272.6,Online,Physical Store
TXN000263,2025-07-12 10:36:00,ST004,PRD0205,CUST0150,2,9509.22,Mobile Wallet,Physical Store
TXN000264,2025-12-09 09:22:00,ST004,PRD0239,CUST0960,5,12672.74,Cash,Physical Store
